"Street Number Name Direction","Address - City","Address - ZIP","ML_Number","Status","APN","Selling Date","Pending Date","Listing Date","DOM","Listing Price","Selling Price","Selling_Price_Per_Sqft","Year Built","Square Footage","Bedrooms","Bathrooms","Lot Size - Sq Ft","Parking Desc","Pool Type","Solar Owned/Leased Display","RESICONA","Property Subtype","Patio","Stories","Marketing Remarks","Street Full Address","Disclosures Desc","Inactive Date","Owned Solar Type Display","Primary_Picture_Url","Elementary School Desc","Jr High School Desc","Sr High School Desc","School District Desc","Association"
"6612 Starbright Dr","Bakersfield","93313","202400473","S","49867301","02/02/24","01/19/24","01/12/24","7","359900.00","355,000","213.60","2005","1662","3","2","4356","2 Car Garage","NONE","Leased","0.00","SNGF","SLAB","1","What a lovely property with 3 bedrooms and 2 baths with a 2-car garage. This property features a formal dining room, a spacious great room with vaulted ceilings, and an open kitchen with plenty of cabinet space.  There is newer flooring, newer carpet and the interior is freshly painted. The master bedroom is spacious with his and hers closets and a full bathroom. Close to many schools, restaurant and shopping.","6612 Starbright Dr, Bakersfield, CA 93313-5905","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/01/11/7738794c-48cf-45df-aa77-35566bbfbf1e.jpg","Suburu, Donald","Other-Outlying","Independence","","MLS"
"5005 Otters Meadow Dr","Bakersfield","93313","202407532","S","49832105","08/23/24","08/02/24","07/30/24","3","359900.00","370,000","271.06","1996","1365","4","2","4356","2 Car Garage","COMM","None","9000.00","SNGF","CVRD","1","This property, located in the neighborhood of Patriot Village in Silver Creek offers a blend of modern comfort and stylish design. The home features spacious vaulted ceilings, all-new luxury vinyl and carpet flooring, newly painted two-tone interior paint. A cozy gathering space with a fireplace connects to a dining room that opens through the sliding glass doors to a covered patio, creating a perfect spot for entertaining. The kitchen is equipped with a gas range and microwave hood, generous wood-grain cabinets, a stainless steel two-compartment sink, and a peninsula counter with convenient seating for quick meals. Designer lighting and ceiling fans enhance the ambiance throughout the home. Exterior highlights include mature landscaping and a two-car garage. Neighborhood amenities include a swimming pool and park.","5005 Otters Meadow Dr, Bakersfield, CA 93313-4500","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/07/29/fb4565d8-b2ad-4c0d-ab26-2b1513bfb729.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5224 Sierra Caves Ave","Bakersfield","93313","202400692","S","49834322","02/29/24","02/07/24","01/19/24","19","354900.00","348,000","266.06","1996","1308","3","2","6534","2 Car Garage","NONE","Leased","1000.00","SNGF","","1","This Silver Creek Beauty is waiting for You and Your Family... Home features 3 bedrooms 2 baths. Open concept Kitchen & Living Room with Fireplace. Very nice size backyard with concrete work done. schedule Your appointment Today and will not last long.","5224 Sierra Caves Ave, Bakersfield, CA 93313-4549","Call Listing Agent","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/01/19/409cc6b6-e7b0-42b7-95b8-2d543f4315c8.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6425 Brewer Creek Dr","Bakersfield","93313","202407670","S","49868116","09/13/24","08/28/24","08/01/24","27","418900.00","418,900","252.05","2004","1662","3","2","11325","2 Car Garage","NONE","Owned","8000.00","SNGF","","1","This stunting remodeled home located on a huge 11,000+ sq.ft lot has everything you will need! Step inside & enjoy all the natural light coming in. A spacious and open floor plan layout, 3 bedrooms/ 2 bathrooms + office. Modern style kitchen with quartz countertops and waterfall island. Luxury vinyl flooring all throughout with upgraded 5 inch bases-boards.  Master bedroom features his and her closets with a walk in shower.  The backyard is the real deal, endless opportunities awaits. Perfect for future ADU or swimming pool. Kids will have enough room to play and enjoy family gatherings.  You'll also enjoy proximity to excellent schools, restaurants, and shoppings. (Fridge / washer/dyer included)! Come take a look!","6425 Brewer Creek Dr, Bakersfield, CA 93313-5915","None of the Above","","Loan To Be Assumed","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/08/01/eecb6e07-549b-47bf-b52e-2a4792240cf7.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6816 Leaf Valley Dr","Bakersfield","93313","202408179","S","49836104","10/25/24","10/11/24","08/12/24","52","418999.00","420,000","223.88","1996","1876","4","2","6098","2 Car Garage","NONE","None","0.00","SNGF","","1","Welcome to this spacious 4-bedroom, 2 bath home  nestled in the highly desirable Silver Creek area. This beautiful home offers an inviting layout, featuring a bright living room, a cozy family room with a fireplace, perfect for those relaxing evenings, also a formal dining area plus a breakfast area in the kitchen, ideal for entertaining. The open kitchen boasts plenty of counter space, and an island for additional prep area with extra storage. Some areas of the home have luxury vinyl plank flooring, adding to its appeal. The bathrooms are newly tiled and have new toilets. Additionally, a versatile bonus room with a separate entrance provides endless possibilities-perfect for a home office, gym, or guest quarters. The home is topped with a durable tile roof, ensuring both style and durability. The home is conveniently close to parks, tennis courts, the elementary school is walking distance. Nearby are various shopping centers and restaurants. Don't miss out on this former model home!","6816 Leaf Valley Dr, Bakersfield, CA 93313-4572","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/08/22/525fd6c0-dc94-4564-bd49-d2729e6f4e77.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5106 Misty Breaks Dr","Bakersfield","93313","202400961","S","49825120","03/08/24","02/22/24","01/28/24","18","358000.00","366,000","240.16","1994","1524","4","2","4791","2 Car Garage","COMM","None","10200.00","SNGF","CVRD","1","Patriot's Village of Silver Creek!  This well cared for beauty is perfect for either the 1st time buyer or as a rental!  This Spectacular home boasts 3 bedrooms plus an office currently being used as a 4 bedroom!  Vaulted high ceiling in great room gives the home a spacious feel. Upgrades throughout the home was done few years ago include updated lighting, new blinds, new microwave, refinished kitchen cabinets, quartz countertops in kitchen and bathroom.  The backyard has a nice large covered patio to enjoy summer evenings out of the sun. Private community with pool and common areas and home is within walking distance to major shopping and restaurants!","5106 Misty Breaks Dr, Bakersfield, CA 93313-4363","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/01/28/63568297-1e02-49c3-b821-95ea93a57afa.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5119 Shadow Stone St","Bakersfield","93313","202401528","S","49830205","03/22/24","02/17/24","02/14/24","3","383900.00","395,000","212.94","1995","1855","4","1.75","6534","2 Car Garage","INGR","None","1500.00","SNGF","","1","Opportunity for a 4 bedroom, 1.75 bath property located in the Silver Creek community of SW Bakersfield. Home features a formal living room with a fireplace. Breakfast area. Indoor utility. 2 car garage. Backyard features an inground pool. Property is located near neighborhood parks and school. Situated near area shopping centers and restaurants. A must see to appreciate!","5119 Shadow Stone St, Bakersfield, CA 93313-4539","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/02/15/a42c1cc8-cc64-4b0f-bba9-df303754a0aa.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7011 Slickrock Dr","Bakersfield","93313","202408992","S","49858410","10/25/24","10/22/24","09/05/24","47","550000.00","540,000","209.79","2000","2574","5","3.50","8276","2 Car Garage","NONE","None","10000.00","SNGF","CVRD","2","**Stunning Modern Luxury Home - Fully Renovated**    This exquisitely renovated home, where no detail has been overlooked. This luxury residence has been reimagined with designer finishes and high-end upgrades that elevate both style and functionality.    Upon entering, you're greeted by the calcutta marble porcelain tiles that span the entire main floor, setting the tone for elegance throughout. The open-concept kitchen has been completely redesigned to be the heart of the home. For culinary enthusiasts, enjoy stainless steel appliances and a spacious walk-in pantry, ensuring both convenience and class.    Each bathroom has been meticulously crafted with a modern luxury design, from the upgraded fixtures to the flawless finishes. The primary ensuite features a show-stopping, spa-like shower, an indulgent retreat that promises relaxation and luxury at every turn.    This home is the epitome of luxury, convenience, and modern livingoffering everything you could dream of and more.","7011 Slickrock Dr, Bakersfield, CA 93313-4957","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/09/05/0fd1cac7-835f-4151-aa09-0e4436f5e448.jpg","Suburu, Donald","General Shafter","Independence","","MLS"
"6612 Hazelnut Ct","Bakersfield","93313","202409294","S","49814214","10/11/24","09/17/24","09/12/24","5","349999.00","360,000","325.50","1990","1106","3","2","6098","2 Car Garage","NONE","None","2000.00","SNGF","","1","An adorable turn key home in Silver Creek! This home is a 3 bedroom, 2 bath floor plan with a great room design.  Updated kitchen and bathrooms with hardscape floors throughout and indoor laundry. Located in a prime location in southwest Bakersfield on a cul-de-sac. This home will not last long so call and show before it's too late!","6612 Hazelnut Ct, Bakersfield, CA 93313-4184","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/09/11/a8987b6a-670a-4d00-b2e0-912576d3633f.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6930 Water Wheel Dr","Bakersfield","93313","202401560","S","49832133","05/22/24","04/21/24","02/15/24","66","369900.00","362,000","241.01","2003","1502","4","2","4791","2 Car Garage","COMM","None","0.00","SNGF","","1","Beautiful 4 bedroom 2 bath in Silver Creek community! Fresh interior paint throughout & new carpet in bedrooms. Upon entry you are greeted by a spacious family room with open concept to the kitchen and backyard, perfect for entertaining! Enjoy the community pool & park which is just a short walk away.","6930 Water Wheel Dr, Bakersfield, CA 93313-4523","Call Listing Agent","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/02/16/5b02db2d-8932-4791-9bf1-25fb1808f03e.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6317 Alderpointe St","Bakersfield","93313","202410445","S","49813214","11/22/24","10/25/24","10/10/24","15","379000.00","379,000","232.37","1990","1631","3","2","6098","2 Car Garage","NONE","None","0.00","SNGF","CVRD,SLAB","1","Located in the desirable Silvercreek neighborhood, this beautiful home offers 3 spacious bedrooms, including a large primary suite. With access to top-rated schools and two stunning parks nearby. The home boasts a formal sitting area, a formal dining room, and a cozy living room with a fireplace. French doors lead to a lovely covered patio-ideal for entertaining. The large backyard also features a massive shed for extra storage. Whether you're a first-time homebuyer or an investor, this is one to consider.  This home is a must see!!","6317 Alderpointe St, Bakersfield, CA 93313-4155","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/10/10/98f2bde7-4e89-484c-8418-003d914232b4.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7008 Water Wheel Dr","Bakersfield","93313","202410540","S","49832130","03/17/25","03/14/25","10/11/24","154","334999.00","335,000","278.70","1996","1202","2","2","5227","2 Car Garage","COMM","None","6900.00","SNGF","CVRD","1","Discover this charming updated 2-bedroom, 2-bathroom home with an office space, perfect for remote work or hobbies. The split-wing design has been updated with new flooring, fresh paint and modern light fixtures, open kitchen with granite counter tops, makes entertaining a breeze. Enjoy the perks of community living with access to a refreshing pool and beautifully maintained parks. This home offers comfort and style don't let it slip away! Contact your realtor today!","7008 Water Wheel Dr, Bakersfield, CA 93313-4523","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/10/11/b41f4c61-9cd5-4a38-966b-e3f9e13ab682.jpg","Suburu, Donald","Other-Outlying","Independence","","MLS"
